claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported
105318144,46,F,1,86,61272.0,0,0,Rent,85078,2024-12-03,Tuesday,Local,2,1,60,Broker,0,5.0,Medium,8103.13,gray,34662.31,1950.889546,2000,1101.83,9,5,0
105421824,58,F,1,74,64955.2,0,0,Own,80047,2023-01-23,Monday,Local,0,0,45,Broker,1,4.0,Compact,26362.99,silver,22282.51,11544.16137,1000,840.95,12,3,1
105442560,30,F,1,97,54428.8,1,0,Own,20112,2024-11-12,Tuesday,Local,0,0,86,Broker,1,7.0,Medium,24188.41,gray,25066.58,4790.951249,1000,1503.21,11,8,0
105649920,57,M,0,67,34672.0,0,0,Rent,20128,2023-07-19,Wednesday,Highway,0,0,87,Broker,0,2.0,Compact,28081.69,blue,14399.84,7622.100514,1000,1248.05,9,3,1
105732864,32,F,0,87,55436.8,0,1,Own,80027,2023-03-28,Tuesday,Local,0,1,22,Broker,1,6.0,Medium,42731.91,black,28566.35,4994.527963,1000,1280.88,11,1,0
105753600,43,M,1,70,60195.2,0,0,Own,85038,2024-03-03,Sunday,Local,0,0,50,Broker,1,2.0,Compact,22337.26,other,24505.74,8380.670117,500,722.66,7,6,0
105898752,60,F,1,79,65502.4,1,0,Own,20137,2023-09-13,Wednesday,Local,0,0,62,Broker,1,3.0,Medium,20970.98,red,40441.56,1465.933026,1000,1310.8,11,5,0
105919488,44,F,1,80,60545.6,1,0,Own,80002,2023-06-24,Saturday,Parking Lot,0,0,1,Broker,0,3.0,Medium,7025.75,black,24581.26,7259.735775,1000,1436.79,13,4,0
106230528,41,M,1,80,59414.4,1,0,Own,20131,2024-01-20,Saturday,Local,0,1,32,Broker,1,2.0,Compact,11596.41,other,26525.59,7781.280856,1000,766.19,10,1,0
106251264,27,F,1,74,52713.6,0,1,Rent,85021,2023-03-05,Sunday,Parking Lot,0,1,85,Broker,0,8.0,Medium,17485.99,white,18967.35,8054.553438,1000,1060.74,6,5,0
106334208,32,F,0,77,55446.4,0,1,Own,50031,2024-03-23,Saturday,Parking Lot,0,0,88,Broker,0,7.0,Large,11518.27,other,9818.57,4592.708735,500,1533.71,13,4,1
106479360,64,M,0,94,66529.6,1,1,Own,50047,2023-07-12,Wednesday,Parking Lot,1,0,8,Broker,1,1.0,Medium,18125.75,white,8960.85,8608.412815,500,1093.83,11,7,0
106562304,46,M,0,90,61259.2,0,1,Own,50049,2023-02-26,Sunday,Parking Lot,0,0,38,Broker,0,5.0,Compact,29034.76,gray,15350.76,8926.994726,1000,988.93,9,4,1
106603776,45,M,0,54,60888.0,0,1,Rent,85078,2023-07-02,Sunday,Parking Lot,0,0,5,Broker,1,4.0,Large,5067.2,blue,18454.23,2165.342849,1000,1331.94,11,5,1
106645248,40,F,0,89,59016.0,1,1,Own,80035,2024-10-27,Sunday,Local,1,0,79,Broker,0,4.0,Compact,36131.33,other,24903.76,2957.235578,1000,1361.45,11,2,1
106748928,47,M,1,83,61593.6,1,1,Own,15012,2023-02-27,Monday,Parking Lot,0,0,18,Broker,1,2.0,Large,10041.42,silver,34076.05,1768.087515,2000,1101.83,11,6,0
106811136,51,M,1,71,82908.8,0,1,Rent,85066,2024-05-10,Friday,Local,0,0,13,Broker,1,2.0,Compact,28966.38,red,29741.4,2296.090264,1000,840.95,10,3,0
106852608,54,M,1,82,63824.0,0,1,Own,85012,2024-03-20,Wednesday,Highway,0,0,49,Broker,1,3.0,Large,11365.53,red,48752.57,0.0,1000,1503.21,11,1,0
106894080,33,F,1,68,55950.4,1,0,Rent,85012,2023-11-03,Friday,Parking Lot,2,1,99,Broker,1,4.0,Medium,7883.24,blue,26764.37,1607.61394,1000,1722.5,9,7,1
106956288,56,M,1,87,64396.8,1,0,Own,85078,2023-03-10,Friday,Highway,0,0,71,Broker,1,6.0,Medium,27951.51,other,40175.42,3926.996883,500,944.03,8,3,1
107371008,43,M,1,89,60193.6,1,1,Rent,15012,2023-12-19,Tuesday,Highway,3,0,31,Broker,0,8.0,Compact,12124.09,other,7518.07,3447.811882,1000,1235.14,8,4,0
107391744,61,F,1,47,65747.2,1,1,Own,50025,2024-12-13,Friday,Local,0,0,18,Broker,0,5.0,Medium,26429.79,silver,37260.92,4796.385293,1000,1347.04,12,4,1
107557632,40,F,1,83,59024.0,1,0,Rent,80018,2024-10-21,Monday,Parking Lot,0,0,4,Broker,0,4.0,Medium,11950.82,gray,39050.04,3133.490989,1000,1436.79,9,5,0
107578368,44,M,1,91,60536.0,1,0,Own,50052,2024-12-19,Thursday,Parking Lot,0,1,78,Broker,0,8.0,Large,21260.49,red,21296.89,5291.286501,500,1383.49,11,2,0
107682048,42,M,1,82,59806.4,1,1,Own,15001,2024-06-27,Thursday,Parking Lot,1,0,85,Broker,1,6.0,Medium,16203.82,blue,33785.62,2797.154654,500,951.56,10,5,0
107702784,48,M,1,93,61913.6,1,1,Rent,15027,2023-11-12,Sunday,Parking Lot,1,0,99,Broker,0,6.0,Compact,13289.45,blue,20833.11,5281.406662,500,1533.71,10,2,0
107806464,67,M,1,90,67249.6,1,1,Own,15009,2024-05-29,Wednesday,Local,0,0,100,Broker,0,7.0,Compact,19626.64,white,13867.99,4131.045522,500,1093.83,10,4,1
107889408,48,F,1,91,61932.8,1,1,Rent,15049,2023-09-23,Saturday,Local,0,0,12,Broker,1,6.0,Compact,37846.43,red,9417.23,4660.028113,1000,1331.94,10,3,1
107951616,39,M,1,78,58628.8,1,1,Own,50010,2024-12-11,Wednesday,Parking Lot,1,0,32,Broker,1,5.0,Medium,26934.88,gray,35938.94,3946.924857,1000,1361.45,6,4,0
108013824,38,F,1,57,58201.6,0,0,Own,50034,2024-06-21,Friday,Local,0,0,78,Broker,1,4.0,Medium,22789.88,gray,18435.95,4536.256285,2000,1101.83,9,2,0
108304128,48,M,1,58,61937.6,1,0,Rent,85033,2023-01-01,Sunday,Local,3,1,92,Broker,1,2.0,Medium,8370.72,silver,24522.01,3632.105354,500,1672.88,7,6,0
108511488,48,M,1,95,61932.8,1,1,Rent,15009,2024-10-28,Monday,Local,0,1,28,Broker,0,7.0,Large,17577.95,white,43994.59,4403.783194,1000,1347.04,11,6,1
108635904,64,M,1,73,66563.2,0,0,Own,50054,2024-08-13,Tuesday,Highway,0,1,78,Broker,1,5.0,Compact,13232.94,blue,8700.48,10062.24858,1000,1310.8,12,2,0
108698112,61,M,1,86,65777.6,1,1,Own,50013,2023-07-14,Friday,Highway,1,0,50,Broker,0,7.0,Compact,31148.46,white,20560.8,3744.561948,1000,1436.79,10,4,1
108739584,30,M,0,84,54401.6,1,1,Own,20160,2023-03-23,Thursday,Highway,2,1,36,Broker,0,3.0,Medium,21465.22,blue,19779.3,2222.97675,500,1383.49,12,7,1
108843264,43,F,1,81,60201.6,1,0,Own,80013,2023-11-27,Monday,Parking Lot,0,0,28,Broker,1,5.0,Large,16235.46,red,45715.41,1641.302117,1000,766.19,7,5,1
108884736,42,F,1,56,59803.2,1,0,Rent,80033,2024-12-02,Monday,Local,4,0,0,Broker,1,8.0,Compact,25460.97,other,8183.0,2700.411331,1000,1060.74,12,2,0
109009152,65,F,1,83,66800.0,0,0,Rent,50054,2024-10-14,Monday,Local,1,0,2,Broker,1,4.0,Compact,16446.06,blue,13435.07,4179.206589,500,1533.71,11,5,0
109050624,39,M,1,75,58609.6,1,0,Own,50054,2023-12-24,Sunday,Local,1,0,23,Broker,1,9.0,Medium,21080.39,red,20421.4,2754.224525,1000,1200.09,9,8,1
109092096,32,M,0,51,55449.6,1,0,Own,20159,2024-04-14,Sunday,Local,1,1,3,Broker,0,7.0,Medium,24132.15,other,23710.74,6932.663416,1000,988.93,10,8,1
109154304,61,F,1,94,65752.0,0,1,Rent,85021,2023-07-23,Sunday,Local,0,0,50,Broker,0,7.0,Medium,40907.2,red,28599.29,4932.553821,1000,1331.94,8,5,0
109216512,43,M,0,79,60180.8,1,1,Own,85038,2023-09-29,Friday,Local,0,0,66,Broker,1,4.0,Large,20248.03,other,33065.55,5695.927642,2000,1188.51,12,5,0
109237248,63,M,1,94,66278.4,1,1,Own,80047,2023-12-02,Saturday,Local,0,0,64,Broker,0,7.0,Large,25680.94,blue,14530.41,5456.625511,2000,1101.83,12,3,1
109320192,44,F,1,75,60520.0,1,1,Rent,20135,2024-10-30,Wednesday,Highway,0,1,4,Broker,0,2.0,Medium,13401.38,red,13163.72,2852.398493,1000,1503.21,8,3,0
109444608,65,F,1,77,66792.0,1,1,Rent,20140,2024-10-24,Thursday,Parking Lot,0,0,76,Broker,0,4.0,Large,14002.38,white,36770.49,2100.010332,500,944.03,8,4,0
109610496,42,F,1,79,59750.4,1,1,Own,50021,2024-11-02,Saturday,Parking Lot,0,1,73,Broker,0,3.0,Large,19745.65,black,14637.55,3437.442134,500,1672.88,10,5,0
109776384,47,M,0,58,61601.6,0,1,Rent,15021,2024-12-31,Tuesday,Local,3,0,100,Broker,1,7.0,Compact,21797.53,other,25389.43,4282.631305,1000,1280.88,9,2,0
109983744,51,M,0,68,82908.8,1,1,Rent,50022,2024-12-05,Thursday,Parking Lot,0,0,89,Broker,1,4.0,Medium,12356.74,white,23161.01,5220.62018,1000,1347.04,12,9,0
110025216,41,M,0,73,59416.0,1,0,Own,15012,2024-02-18,Sunday,Local,1,0,51,Broker,1,10.0,Compact,5467.5,other,14546.65,3418.580371,1000,1310.8,11,4,0
110191104,55,F,0,94,64123.2,1,1,Rent,20153,2023-05-27,Saturday,Local,0,0,28,Broker,0,5.0,Compact,46105.66,other,7512.26,5075.9071,500,1383.49,8,6,0
110232576,47,F,0,85,61598.4,1,0,Rent,20105,2023-02-19,Sunday,Highway,1,1,50,Broker,1,6.0,Medium,23653.11,red,18996.06,1882.84777,2000,1356.92,10,7,0
110502144,36,F,1,76,57334.4,1,1,Rent,15057,2024-09-30,Monday,Highway,0,0,50,Broker,1,2.0,Large,37005.65,black,19433.16,4607.96639,1000,1200.09,11,2,0
110543616,30,M,1,90,54441.6,1,0,Own,50039,2024-04-24,Wednesday,Local,2,1,71,Broker,1,4.0,Medium,17430.6,black,61057.14,9901.925078,500,1093.83,12,1,1
110626560,50,M,0,87,62588.8,1,1,Rent,20121,2024-04-02,Tuesday,Parking Lot,0,1,99,Broker,1,5.0,Large,17015.54,silver,8017.37,5658.206803,1000,988.93,11,7,0
110792448,64,M,0,75,66537.6,0,1,Own,20132,2023-05-12,Friday,Local,0,0,50,Broker,1,4.0,Compact,23815.27,blue,10062.72,2221.070301,2000,1101.83,9,3,1
110813184,50,M,1,62,62590.4,1,0,Rent,15035,2024-03-23,Saturday,Parking Lot,0,0,30,Broker,0,4.0,Large,31585.5,blue,23983.11,3104.513786,1000,840.95,10,3,1
110833920,47,M,1,63,111603.2,1,1,Rent,85050,2023-12-05,Tuesday,Local,0,0,8,Broker,1,4.0,Medium,25257.23,gray,34764.56,10970.14091,1000,1503.21,10,5,0
110854656,34,M,1,74,111603.2,1,1,Own,85077,2024-04-02,Tuesday,Highway,2,0,52,Broker,1,8.0,Medium,24844.44,silver,31266.59,4102.539193,1000,1722.5,12,2,0
111062016,37,F,1,53,57744.0,0,0,Rent,50026,2024-03-23,Saturday,Local,0,1,77,Broker,1,3.0,Large,19142.97,blue,17709.03,6446.23727,1000,1248.05,10,1,1
111207168,59,F,1,31,111603.2,1,1,Rent,80047,2023-08-08,Tuesday,Local,0,1,97,Broker,1,4.0,Medium,17228.12,silver,15381.04,7072.106236,1000,1280.88,13,9,0
111290112,55,F,1,85,111603.2,1,0,Own,85013,2024-04-01,Monday,Local,2,0,21,Broker,1,6.0,Compact,23537.97,gray,14852.45,6429.898992,1000,1235.14,10,4,0
111414528,34,M,1,88,111603.2,0,1,Rent,80105,2024-07-08,Monday,Parking Lot,2,0,56,Broker,1,5.0,Medium,14443.34,gray,18126.29,7174.550025,1000,1347.04,10,4,0
111538944,66,F,0,78,67046.4,1,1,Own,85022,2023-09-22,Friday,Highway,1,1,50,Broker,1,4.0,Medium,15139.12,silver,14891.89,3241.637787,500,1383.49,12,6,1
111559680,44,M,1,73,60536.0,1,1,Own,80011,2024-08-27,Tuesday,Parking Lot,0,0,84,Broker,0,9.0,Large,25501.75,black,19989.61,4234.209086,2000,1356.92,10,2,0
111684096,54,F,1,90,63859.2,1,1,Own,50023,2023-02-26,Sunday,Local,2,0,72,Broker,1,4.0,Medium,11221.74,black,58985.14,8662.819906,500,951.56,11,2,0
111849984,48,F,0,89,61915.2,1,0,Own,80034,2024-02-05,Monday,Highway,0,0,24,Broker,1,2.0,Compact,8477.29,white,21141.78,6287.936809,500,1093.83,11,0,0
111891456,51,M,0,92,62904.0,1,0,Rent,15022,2023-05-22,Monday,Highway,0,1,38,Broker,0,5.0,Compact,38371.82,gray,27597.6,8278.251629,1000,988.93,11,2,1
111912192,54,F,1,90,111603.2,0,0,Own,20132,2023-03-31,Friday,Local,0,0,24,Broker,1,5.0,Compact,45767.86,white,29206.97,3500.583624,1000,1331.94,8,3,0
111932928,48,M,0,64,111603.2,1,1,Own,20152,2023-11-20,Monday,Local,0,0,81,Broker,1,3.0,Medium,29490.0,gray,14869.62,2705.746084,1000,1361.45,6,5,0
112015872,47,M,1,52,111603.2,1,1,Rent,85065,2023-02-19,Sunday,Parking Lot,0,0,100,Broker,1,5.0,Compact,7188.78,other,23369.88,5445.942017,2000,1101.83,10,4,0
112161024,56,F,1,61,111603.2,1,1,Own,50002,2024-09-17,Tuesday,Parking Lot,0,0,4,Broker,1,7.0,Compact,17237.64,red,19129.65,3763.046557,1000,840.95,10,3,0
112181760,50,M,1,94,111603.2,0,1,Own,80104,2023-01-04,Wednesday,Parking Lot,0,0,50,Broker,1,5.0,Large,25251.32,white,19322.8,3172.476038,1000,1503.21,7,7,0
112223232,48,M,1,75,111603.2,1,1,Rent,80020,2023-10-05,Thursday,Parking Lot,0,1,2,Broker,0,4.0,Medium,29885.39,red,22553.65,3938.690862,1000,1722.5,9,3,0
112534272,48,F,1,78,61952.0,1,0,Rent,20152,2023-05-25,Thursday,Local,0,1,39,Broker,1,5.0,Large,12216.23,gray,18243.35,5243.131504,1000,1280.88,12,4,0
112700160,38,M,1,77,58225.6,0,1,Rent,80102,2023-07-13,Thursday,Parking Lot,0,0,12,Broker,0,7.0,Medium,42152.98,red,20867.65,6232.069543,1000,1235.14,11,3,0
112762368,55,F,1,75,64121.6,1,1,Own,85044,2024-01-08,Monday,Parking Lot,0,0,83,Broker,1,2.0,Large,18618.03,white,31471.98,9008.731187,1000,1347.04,11,6,0
112783104,48,F,1,75,61960.0,1,1,Rent,85019,2024-09-05,Thursday,Parking Lot,1,0,42,Broker,1,2.0,Large,30960.0,silver,23882.41,7411.83345,1000,1310.8,9,3,1
112803840,40,F,1,86,59000.0,1,0,Rent,50023,2024-01-21,Sunday,Local,1,1,50,Broker,0,6.0,Compact,13350.35,blue,16936.31,7094.609402,1000,1436.79,12,2,0
112886784,47,M,1,85,61593.6,1,1,Rent,50055,2024-03-24,Sunday,Local,0,0,2,Broker,1,7.0,Medium,32017.32,gray,16530.73,6540.921755,2000,1356.92,9,3,0
113073408,36,M,1,65,57326.4,0,1,Own,85055,2023-11-20,Monday,Local,2,0,49,Broker,1,4.0,Compact,20114.11,gray,17176.79,4658.237066,1000,766.19,8,3,0
113177088,43,M,0,54,60177.6,1,0,Rent,50012,2023-04-19,Wednesday,Local,0,0,51,Broker,0,7.0,Large,29108.6,red,9992.34,7566.456157,1000,1060.74,13,4,0
113260032,51,M,1,95,62896.0,1,1,Own,50009,2024-06-01,Saturday,Local,0,0,49,Broker,0,3.0,Medium,13257.0,white,36392.49,2260.00832,1000,1200.09,12,5,1
113280768,30,F,1,79,54412.8,1,1,Rent,20149,2024-06-24,Monday,Parking Lot,3,0,50,Broker,1,3.0,Medium,24699.52,red,24636.06,5303.752316,500,1093.83,11,2,0
113342976,38,M,1,67,58209.6,1,0,Rent,20153,2024-01-28,Sunday,Highway,0,0,56,Broker,0,8.0,Large,11446.77,white,16711.25,5380.940286,1000,988.93,10,4,0
113633280,39,F,0,64,111603.2,1,1,Own,15001,2023-06-24,Saturday,Parking Lot,0,0,31,Broker,0,1.0,Medium,31464.2,blue,12450.58,4220.113208,2000,1188.51,11,7,0
113736960,39,M,1,81,111603.2,1,1,Rent,15018,2024-11-30,Saturday,Parking Lot,0,1,63,Broker,1,4.0,Large,34704.83,blue,13140.2,7269.616995,2000,1101.83,9,4,0
113757696,62,M,1,33,111603.2,1,1,Rent,50010,2024-02-18,Sunday,Parking Lot,3,0,3,Broker,1,10.0,Medium,16278.24,black,25701.72,4360.72728,1000,840.95,10,1,0
113861376,41,M,1,68,111603.2,1,0,Rent,20102,2024-04-08,Monday,Highway,1,1,19,Broker,0,6.0,Large,29639.6,gray,34457.16,2617.836281,1000,1503.21,10,2,0
113882112,64,F,1,46,111603.2,1,0,Rent,50032,2024-05-25,Saturday,Parking Lot,1,0,11,Broker,0,5.0,Compact,28962.29,white,13701.08,5133.572477,1000,1722.5,9,1,0
113902848,75,F,1,57,70097.6,0,0,Own,15012,2023-04-24,Monday,Local,0,0,29,Broker,0,6.0,Medium,13789.78,blue,19002.35,5931.610078,500,944.03,12,8,1
113965056,32,M,1,85,55432.0,1,0,Own,85011,2024-09-24,Tuesday,Local,0,1,33,Broker,1,3.0,Large,29597.24,gray,33789.12,3645.606554,2000,1453.61,10,7,0
114048000,72,F,1,35,68436.8,1,0,Own,85050,2023-03-18,Saturday,Local,0,1,47,Broker,0,4.0,Compact,29762.19,blue,14386.64,6726.230611,500,1672.88,10,3,0
114110208,34,F,1,81,56444.8,1,1,Own,85078,2024-04-03,Wednesday,Parking Lot,2,0,2,Broker,1,2.0,Large,18012.34,silver,23725.53,1394.732884,500,1564.43,9,7,0
114151680,50,M,1,91,62572.8,1,1,Own,80041,2024-01-28,Sunday,Local,0,0,100,Broker,0,4.0,Compact,14971.34,black,22870.55,1504.517286,1000,1280.88,12,5,0
114255360,35,F,1,91,56876.8,1,0,Own,15020,2024-05-10,Friday,Highway,1,0,49,Broker,0,4.0,Medium,31200.19,blue,11774.23,2196.25844,1000,1347.04,8,2,1
114441984,44,F,1,75,60566.4,0,0,Own,20143,2024-10-26,Saturday,Local,4,0,12,Broker,1,2.0,Compact,36236.7,white,31639.69,6904.543392,1000,1310.8,10,5,1
114649344,40,F,1,68,59001.6,1,1,Own,50032,2023-09-13,Wednesday,Parking Lot,0,0,28,Broker,1,9.0,Medium,5067.2,other,16654.5,2614.998996,500,1383.49,9,5,0
114670080,47,M,1,89,61590.4,1,1,Rent,80104,2023-06-08,Thursday,Local,1,1,100,Broker,1,10.0,Large,36157.21,silver,18163.55,4096.069414,2000,1356.92,7,4,1
114753024,34,M,1,90,56420.8,1,1,Rent,85042,2023-04-07,Friday,Local,1,1,49,Broker,1,5.0,Medium,12216.93,silver,20252.38,3151.449717,1000,1060.74,11,5,1
114856704,53,F,1,96,63504.0,1,1,Rent,15010,2023-08-21,Monday,Parking Lot,3,0,82,Broker,1,6.0,Compact,22282.9,black,23456.31,6543.494421,1000,1200.09,10,4,0
114960384,40,M,1,92,59024.0,1,0,Own,20116,2024-06-24,Monday,Parking Lot,0,1,86,Broker,1,9.0,Medium,44570.0,gray,38587.64,2617.99038,1000,988.93,8,3,0
115001856,50,M,1,76,62604.8,1,0,Own,80104,2023-08-26,Saturday,Parking Lot,0,0,92,Broker,1,3.0,Large,19074.85,silver,5512.37,6854.060315,1000,1331.94,10,5,0
115105536,49,M,0,50,62267.2,1,0,Own,15022,2024-01-09,Tuesday,Parking Lot,1,0,15,Broker,1,8.0,Compact,8665.17,white,9336.24,5345.402458,2000,1188.51,11,3,0
115126272,54,F,1,74,63856.0,1,1,Own,80018,2024-04-27,Saturday,Parking Lot,0,0,51,Broker,0,10.0,Compact,19642.28,other,14078.59,2600.237475,2000,1101.83,10,5,0
115271424,39,F,1,92,58617.6,1,1,Own,20106,2024-07-26,Friday,Parking Lot,0,1,50,Broker,1,2.0,Medium,14417.61,other,12668.5,11083.99609,1000,1722.5,11,4,0
115395840,45,M,0,62,60902.4,0,1,Own,50029,2024-05-02,Thursday,Local,0,0,92,Broker,1,2.0,Medium,16741.21,silver,10086.43,4641.691399,2000,1453.61,8,7,1
115478784,35,F,0,82,56907.2,1,1,Rent,15025,2023-04-18,Tuesday,Local,0,0,97,Broker,0,5.0,Medium,19372.26,silver,45761.74,5862.248333,1000,1248.05,12,3,0
115520256,40,F,0,85,59032.0,1,1,Rent,85034,2024-01-09,Tuesday,Local,0,0,51,Broker,1,4.0,Compact,23103.59,white,30747.56,1664.462794,500,1564.43,9,4,1
115540992,35,M,1,71,56888.0,1,1,Own,20152,2024-01-18,Thursday,Highway,0,1,74,Broker,1,5.0,Compact,44993.6,other,17376.66,2448.988479,1000,1280.88,9,5,0
115852032,31,M,0,59,54961.6,0,1,Rent,50020,2024-01-03,Wednesday,Local,0,1,69,Broker,1,8.0,Compact,31846.67,gray,19846.84,8612.994369,1000,1310.8,11,3,0
116038656,39,F,1,79,58625.6,0,1,Rent,85040,2024-04-20,Saturday,Local,3,1,17,Broker,1,3.0,Large,13950.4,other,26727.64,3869.937478,1000,1436.79,9,3,0
116142336,48,F,1,50,61944.0,1,0,Rent,80026,2024-04-04,Thursday,Parking Lot,0,0,7,Broker,1,6.0,Compact,17547.82,blue,14597.94,7270.713622,2000,1356.92,10,4,1
116225280,42,F,0,73,79776.0,0,1,Own,15020,2024-06-14,Friday,Highway,0,0,0,Broker,0,5.0,Compact,43120.59,red,29507.88,6229.502127,500,951.56,10,1,0
116246016,30,M,1,84,54416.0,1,0,Rent,20106,2023-07-24,Monday,Local,0,0,18,Broker,1,6.0,Medium,27393.57,blue,19401.65,5477.42362,500,1533.71,9,1,0
116308224,60,F,1,69,65515.2,1,1,Own,15001,2023-09-29,Friday,Local,0,0,49,Broker,1,8.0,Compact,19803.17,white,17967.84,2989.964651,1000,1200.09,13,5,1
116391168,40,M,1,93,59033.6,1,1,Own,80047,2024-07-22,Monday,Local,0,0,67,Broker,1,5.0,Compact,14642.39,other,34860.82,8398.574605,500,1093.83,13,5,1
116785152,45,F,1,69,60948.8,1,1,Own,20134,2024-09-17,Tuesday,Parking Lot,0,0,4,Broker,0,5.0,Large,22364.95,red,14439.51,4883.272354,1000,1361.45,13,5,1
116826624,31,M,1,53,54966.4,0,1,Own,85012,2023-05-26,Friday,Parking Lot,0,0,97,Broker,0,6.0,Large,24573.41,white,19103.58,6183.316142,2000,1188.51,9,4,0
117033984,58,M,0,40,64960.0,0,0,Own,15018,2024-10-05,Saturday,Local,1,0,0,Broker,1,6.0,Medium,15559.33,black,21067.78,10964.7644,1000,1503.21,13,8,0
117054720,37,F,0,89,57782.4,0,1,Rent,20160,2024-03-25,Monday,Local,0,0,34,Broker,0,3.0,Compact,15421.23,red,28128.32,5993.17002,1000,1722.5,10,3,1
117075456,62,M,1,70,66020.8,1,0,Own,50001,2023-07-02,Sunday,Local,0,1,20,Broker,0,5.0,Compact,34948.6,white,26693.03,8032.532679,500,944.03,10,5,0
117096192,42,F,1,52,59811.2,1,0,Rent,15050,2024-01-23,Tuesday,Local,0,0,76,Broker,0,10.0,Large,10992.14,red,20592.96,3056.147534,2000,1453.61,8,3,1
117179136,75,F,0,94,71276.8,1,1,Rent,85078,2024-01-14,Sunday,Parking Lot,0,0,1,Broker,1,5.0,Medium,11545.14,silver,13543.04,4416.567763,1000,1248.05,11,2,0
117842688,41,F,1,59,59416.0,1,0,Own,80004,2023-07-08,Saturday,Parking Lot,0,0,91,Broker,1,6.0,Large,30105.7,blue,17933.39,5129.075528,500,1383.49,8,2,0
117987840,74,F,1,84,111603.2,1,0,Rent,20136,2023-12-12,Tuesday,Local,0,0,84,Broker,1,8.0,Large,7376.33,red,11419.97,1297.910456,500,951.56,9,8,0
118029312,46,M,1,66,111603.2,1,0,Own,80027,2023-01-09,Monday,Highway,0,1,0,Broker,0,4.0,Medium,14964.52,blue,14967.22,2321.331801,500,1533.71,11,2,0
118174464,56,M,0,77,64435.2,0,0,Own,80022,2024-11-17,Sunday,Parking Lot,0,0,50,Broker,1,7.0,Compact,30614.05,blue,9937.84,1878.960861,500,1093.83,9,2,1
118236672,35,F,0,60,56862.4,0,0,Rent,15032,2023-05-11,Thursday,Local,0,0,18,Broker,0,4.0,Large,15578.72,other,29379.37,5007.346736,1000,988.93,7,5,0
118319616,34,F,1,77,56406.4,0,1,Own,85033,2024-07-23,Tuesday,Highway,0,1,98,Broker,1,5.0,Compact,22287.85,black,42449.26,4763.481881,1000,1361.45,9,2,1
118402560,62,M,1,85,66001.6,1,0,Own,85036,2023-01-23,Monday,Parking Lot,0,0,50,Broker,1,4.0,Medium,14729.19,white,31404.74,3773.048365,2000,1101.83,12,4,1
118464768,53,M,0,54,111603.2,1,1,Rent,80027,2023-12-19,Tuesday,Highway,0,0,0,Broker,0,6.0,Medium,8926.57,gray,50891.21,6425.340246,1000,1503.21,10,2,0
118526976,34,M,1,68,111603.2,0,1,Own,50057,2024-01-19,Friday,Local,0,0,99,Broker,1,6.0,Large,25876.53,gray,12645.7,4543.905164,1000,1722.5,11,2,0
118713600,43,F,1,72,111603.2,1,1,Own,20148,2024-09-29,Sunday,Highway,0,0,81,Broker,1,9.0,Large,18317.2,red,9593.6,5085.526008,500,944.03,11,2,0
118734336,32,F,0,26,55454.4,1,1,Rent,85039,2023-03-05,Sunday,Parking Lot,0,0,98,Broker,1,2.0,Large,31333.41,other,22496.59,6089.980966,2000,1453.61,10,6,1
118817280,32,M,0,49,21312.8,0,1,Rent,15022,2023-08-27,Sunday,Parking Lot,0,1,92,Broker,1,3.0,Large,27550.16,gray,16293.72,4407.63998,500,1672.88,11,3,0
118879488,67,F,1,50,111603.2,0,1,Own,15010,2024-09-29,Sunday,Parking Lot,0,1,55,Broker,0,4.0,Large,52387.95,white,34770.36,5047.145808,1000,1248.05,8,4,0
119003904,45,F,1,45,60915.2,1,1,Own,80013,2024-09-19,Thursday,Highway,0,1,50,Broker,1,7.0,Large,14043.85,red,27253.07,2844.95013,500,722.66,11,4,0
119066112,53,F,0,74,63499.2,0,1,Own,85078,2024-02-04,Sunday,Local,0,0,35,Broker,0,5.0,Large,34088.41,gray,17698.8,2430.950591,1000,1347.04,9,5,0
119128320,34,M,0,90,56416.0,1,1,Own,85025,2023-05-30,Tuesday,Local,0,0,92,Broker,1,5.0,Medium,33519.0,other,28532.58,5924.229412,1000,1310.8,7,6,0
119397888,36,M,1,54,107304.0,1,0,Rent,80046,2024-03-31,Sunday,Parking Lot,3,0,19,Broker,1,6.0,Medium,34934.52,blue,13754.05,2100.799622,1000,766.19,8,5,0
119480832,38,M,1,82,58227.2,1,1,Own,15035,2023-08-07,Monday,Parking Lot,1,0,67,Broker,1,6.0,Medium,24802.04,other,9871.8,4745.341788,500,1533.71,12,8,0
119605248,43,M,1,77,60182.4,1,1,Own,20117,2024-10-24,Thursday,Parking Lot,0,0,57,Broker,0,8.0,Large,24001.84,silver,9642.32,3730.47689,500,1093.83,6,4,1
119688192,55,F,1,47,64116.8,1,1,Own,50047,2023-06-12,Monday,Local,0,1,50,Broker,1,4.0,Medium,16182.95,red,61057.14,2731.624312,1000,988.93,10,3,1
119771136,36,F,0,68,57336.0,1,0,Own,80041,2024-06-25,Tuesday,Highway,0,0,22,Broker,0,1.0,Large,12673.66,silver,14533.4,2962.479964,1000,1361.45,11,3,0
